timestamp,people,gaits,env,sound
1757678944.6061914,0,None,day|haze,93
1757678944.7168138,0,None,day|haze,98
1757678944.7970703,0,None,day|haze,90
1757678944.8750238,0,None,day|haze,77
1757678944.9512095,0,None,day|haze,59
1757678945.0452135,0,None,day|haze,82
1757678945.1341543,0,None,day|haze,72
1757678945.2117069,0,None,day|haze,98
1757678945.2892609,0,None,day|haze,51
1757678945.3779304,0,None,day|haze,85
1757678945.454186,0,None,day|haze,64
1757678945.5310001,0,None,day|haze,107
1757678945.6069329,0,None,day|haze,77
1757678945.6927567,0,None,day|haze,93
1757678945.7771873,0,None,day|haze,70
1757678945.8708234,0,None,day|haze,53
1757678945.9548776,0,None,day|haze,103
1757678946.0272634,0,None,day|haze,51
1757678946.0938141,0,None,day|haze,90
1757678946.170734,0,None,day|haze,74
1757678946.253825,0,None,day|haze,90
1757678946.329275,0,None,day|haze,78
1757678946.395271,0,None,day|haze,76
1757678946.4786608,0,None,day|haze,62
1757678946.5572457,0,None,day|haze,69
1757678946.6300428,0,None,day|haze,68
1757678946.7286801,0,None,day|haze,93
1757678946.8173509,0,None,day|haze,51
1757678946.8954268,0,None,day|haze,50
1757678946.9887726,0,None,day|haze,78
1757678947.0652823,0,None,day|haze,76
1757678947.1482418,0,None,day|haze,61
1757678947.2273295,0,None,day|haze,110
1757678947.2973638,0,None,day|haze,48
1757678947.3776112,0,None,day|haze,46
1757678947.483024,0,None,day|haze,106
1757678947.5624185,0,None,day|haze,40
1757678947.6444147,0,None,day|haze,79
1757678947.73117,0,None,day|haze,44
1757678947.8011827,0,None,day|haze,106
1757678947.886386,0,None,day|haze,79
1757678947.96056,0,None,day|haze,52
1757678948.0313842,0,None,day|haze,91
1757678948.1235383,0,None,day|haze,61
1757678948.18489,0,None,day|haze,42
1757678948.2691176,0,None,day|haze,110
1757678948.5591176,0,None,day|haze,102
1757678949.1081228,0,None,day|haze,71
1757678949.6711135,0,None,day|haze,44
1757678949.865665,0,None,day|haze,47
1757678950.2195942,0,None,day|haze,101
1757678950.443132,0,None,day|haze,74
1757678950.5236077,0,None,day|haze,99
1757678950.6059415,0,None,day|haze,68
1757678950.689882,0,None,day|haze,62
1757678950.7683907,0,None,day|haze,105
1757678950.853754,0,None,day|haze,94
1757678950.936914,0,None,day|haze,80
1757678951.0270727,0,None,day|haze,102
1757678951.113881,0,None,day|haze,110
1757678951.2470791,0,None,day|haze,43
1757678951.3405979,0,None,day|haze,46
1757678951.4314675,0,None,day|haze,57
1757678951.512948,0,None,day|haze,50
1757678951.6090717,0,None,day|haze,96
1757678951.6950245,0,None,day|haze,89
1757678951.7774181,0,None,day|haze,86
1757678951.88347,0,None,day|haze,69
1757678951.9613242,0,None,day|haze,48
1757678952.0366726,0,None,day|haze,81
1757678952.1169634,0,None,day|haze,96
1757678952.2158103,0,None,day|haze,104
1757678952.3989944,0,None,day|haze,105
1757678952.4781778,0,None,day|haze,94
1757678952.5602078,0,None,day|haze,63
1757678952.6784022,0,None,day|haze,98
1757678952.7638638,0,None,day|haze,68
1757678952.903909,0,None,day|haze,86
1757678953.0673966,0,None,day|haze,110
1757678953.1833334,0,None,day|haze,93
1757678953.2796428,0,None,day|haze,82
1757678953.4171915,0,None,day|haze,67
1757678953.5306551,0,None,day|haze,84
1757678953.6480896,0,None,day|haze,104
1757678953.7593029,0,None,day|haze,62
1757678953.9282768,0,None,day|haze,79
1757678954.036932,0,None,day|haze,104
1757678954.1483586,0,None,day|haze,49
1757678954.2662978,0,None,day|haze,67
1757678954.3977036,0,None,day|haze,79
1757678954.5232823,0,None,day|haze,45
1757678954.7475333,0,None,day|haze,99
1757678954.8805614,0,None,day|haze,105
1757678955.0248468,0,None,day|haze,101
1757678955.146116,0,None,day|haze,96
