timestamp,people,gaits,env,sound
1757732234.0205176,0,None,day|mist,47
1757732234.0690382,0,None,day|mist,56
1757732234.1321964,0,None,day|mist,42
1757732234.19532,0,None,day|mist,76
1757732234.2767942,0,None,day|mist,67
1757732234.3081207,0,None,day|mist,84
1757732234.3576467,0,None,day|mist,44
1757732234.4186933,0,None,day|mist,98
1757732234.4845653,0,None,day|mist,58
1757732234.5321581,0,None,day|mist,66
1757732234.6110063,0,None,day|mist,79
1757732234.6729503,0,None,day|mist,56
1757732234.7081966,0,None,day|mist,41
1757732234.7566924,0,None,day|mist,92
1757732234.8188875,0,None,day|mist,57
1757732234.884571,0,None,day|mist,63
1757732234.948502,0,None,day|mist,90
1757732235.0193603,0,None,day|mist,110
1757732235.0731838,0,None,day|mist,51
1757732235.1324162,0,None,day|mist,76
1757732235.18062,0,None,day|mist,92
1757732235.2453334,0,None,day|mist,77
1757732235.3002117,0,None,day|mist,95
1757732235.3609333,0,None,day|mist,59
1757732235.4124792,0,None,day|mist,72
1757732235.4988027,0,None,day|mist,50
1757732235.5563319,0,None,day|mist,69
1757732235.6187294,0,None,day|mist,53
1757732235.6835995,0,None,day|mist,105
1757732235.7379498,0,None,day|mist,47
1757732235.8157983,0,None,day|mist,46
1757732235.860815,0,None,day|mist,45
1757732235.9241502,0,None,day|mist,49
1757732235.982383,0,None,day|mist,58
1757732236.0383863,0,None,day|mist,93
1757732236.0973706,0,None,day|mist,60
1757732236.1336195,0,None,day|mist,82
1757732236.2011576,0,None,day|mist,66
1757732236.2779217,0,None,day|mist,91
1757732236.3409472,0,None,day|mist,64
1757732236.4098043,0,None,day|mist,64
1757732236.479458,0,None,day|mist,87
1757732236.542037,0,None,day|mist,101
1757732236.6250625,0,None,day|mist,47
1757732236.7155225,0,None,day|mist,90
1757732236.7774644,0,None,day|mist,53
1757732236.8595273,0,None,day|mist,44
1757732236.9214928,0,None,day|mist,80
1757732236.9760442,0,None,day|mist,51
1757732237.034403,0,None,day|mist,84
1757732237.0918825,0,None,day|mist,77
1757732237.1406574,0,None,day|mist,49
1757732237.2086127,0,None,day|mist,107
1757732237.2759302,0,None,day|mist,107
1757732237.3446233,0,None,day|mist,87
1757732237.3994937,0,None,day|mist,63
1757732237.462975,0,None,day|mist,57
1757732237.5245621,0,None,day|mist,59
1757732237.588503,0,None,day|mist,48
1757732237.6527138,0,None,day|mist,85
1757732237.711011,0,None,day|mist,101
1757732237.7938309,0,None,day|mist,60
1757732237.845536,0,None,day|mist,76
1757732237.9135265,0,None,day|mist,105
1757732237.9725325,0,None,day|mist,45
1757732238.030308,0,None,day|mist,70
1757732238.0682554,0,None,day|mist,95
1757732238.1338217,0,None,day|mist,48
1757732238.1806808,0,None,day|mist,91
1757732238.2282028,0,None,day|mist,81
1757732238.2926686,0,None,day|mist,90
1757732238.3565202,0,None,day|mist,93
1757732238.4215605,0,None,day|mist,82
1757732238.485686,0,None,day|mist,93
1757732238.547737,0,None,day|mist,70
1757732238.6116517,0,None,day|mist,67
1757732238.6601763,0,None,day|mist,88
1757732238.7203066,0,None,day|mist,58
1757732238.7748308,0,None,day|mist,99
1757732238.8372488,0,None,day|mist,58
1757732238.8843167,0,None,day|mist,62
1757732238.9525921,0,None,day|mist,88
1757732239.0123003,0,None,day|mist,46
1757732239.0924146,0,None,day|mist,45
1757732239.140081,0,None,day|mist,89
1757732239.2016215,0,None,day|mist,105
1757732239.2531123,0,None,day|mist,68
1757732239.284502,0,None,day|mist,96
1757732239.3526583,0,None,day|mist,87
1757732239.4149282,0,None,day|mist,98
1757732239.4829817,0,None,day|mist,65
1757732239.5350747,0,None,day|mist,69
1757732239.5868335,0,None,day|mist,60
1757732239.6526108,0,None,day|mist,59
1757732239.716847,0,None,day|mist,44
1757732239.7951405,0,None,day|mist,59
1757732239.8501818,0,None,day|mist,102
1757732239.9081764,0,None,day|mist,68
1757732239.9564586,0,None,day|mist,47
1757732240.036287,0,None,day|mist,100
1757732240.102287,0,None,day|mist,62
1757732240.1643908,0,None,day|mist,84
