timestamp,people,gaits,env,sound
1756709378.4510844,0,None,day|clouds,54
1756709378.6239707,0,None,day|clouds,108
1756709378.8190644,0,None,day|clouds,86
1756709378.9887445,0,None,day|clouds,83
1756709379.1707044,0,None,day|clouds,41
1756709379.3721535,0,None,day|clouds,103
1756709379.5730045,0,None,day|clouds,107
1756709379.8047314,0,None,day|clouds,79
1756709379.9949498,0,None,day|clouds,97
1756709380.1574793,0,None,day|clouds,50
1756709380.350619,0,None,day|clouds,48
1756709380.5397763,0,None,day|clouds,107
1756709380.7281728,0,None,day|clouds,62
1756709380.89779,0,None,day|clouds,82
1756709381.065702,0,None,day|clouds,72
1756709381.258671,0,None,day|clouds,66
1756709381.469324,0,None,day|clouds,89
1756709381.6715872,0,None,day|clouds,77
1756709381.8667562,0,None,day|clouds,108
1756709382.0414076,0,None,day|clouds,58
1756709382.2881308,0,None,day|clouds,96
1756709382.5575874,0,None,day|clouds,61
1756709382.8424692,0,None,day|clouds,94
1756709383.104237,0,None,day|clouds,77
1756709383.3954322,0,None,day|clouds,107
1756709383.6097844,0,None,day|clouds,100
1756709383.8000455,0,None,day|clouds,86
1756709384.0608366,0,None,day|clouds,82
1756709384.321007,0,None,day|clouds,87
1756709384.528455,0,None,day|clouds,83
1756709384.738781,0,None,day|clouds,69
1756709384.9824257,0,None,day|clouds,84
1756709385.241027,0,None,day|clouds,63
1756709385.48176,0,None,day|clouds,85
1756709385.7171195,0,None,day|clouds,103
1756709385.985408,0,None,day|clouds,97
1756709386.1742058,0,None,day|clouds,65
1756709386.479411,0,None,day|clouds,109
1756709386.6899858,0,None,day|clouds,82
1756709386.9067018,0,None,day|clouds,85
1756709387.1317413,0,None,day|clouds,76
1756709387.369819,0,None,day|clouds,77
1756709387.6316726,0,None,day|clouds,40
1756709387.886101,0,None,day|clouds,82
1756709388.1124878,0,None,day|clouds,46
1756709388.3218277,0,None,day|clouds,105
1756709388.5410979,0,None,day|clouds,79
1756709388.8183947,0,None,day|clouds,49
1756709389.1486843,0,None,day|clouds,69
1756709389.4516752,0,None,day|clouds,44
1756709389.7084162,0,None,day|clouds,56
1756709389.9723024,0,None,day|clouds,107
1756709390.33034,0,None,day|clouds,61
1756709390.549831,0,None,day|clouds,109
1756709390.7578988,0,None,day|clouds,59
1756709391.0234513,0,None,day|clouds,92
1756709391.2643547,0,None,day|clouds,96
1756709391.4927833,0,None,day|clouds,83
1756709391.7758934,0,None,day|clouds,79
1756709392.075041,0,None,day|clouds,75
1756709392.3014011,0,None,day|clouds,94
1756709392.5632772,0,None,day|clouds,48
1756709392.792297,0,None,day|clouds,74
1756709393.0488768,0,None,day|clouds,98
1756709393.271045,0,None,day|clouds,95
1756709393.526332,0,None,day|clouds,52
1756709393.7879484,0,None,day|clouds,91
1756709394.0998611,0,None,day|clouds,104
1756709394.3192487,0,None,day|clouds,100
1756709394.5389607,0,None,day|clouds,110
1756709394.7652981,0,None,day|clouds,91
1756709395.0384815,0,None,day|clouds,89
1756709395.264981,0,None,day|clouds,110
1756709395.5019946,0,None,day|clouds,106
1756709395.7530813,0,None,day|clouds,47
1756709395.9887378,0,None,day|clouds,76
1756709396.2080104,0,None,day|clouds,55
1756709396.4260328,0,None,day|clouds,63
1756709396.6330905,0,None,day|clouds,73
1756709396.9050465,0,None,day|clouds,59
1756709397.1267815,0,None,day|clouds,76
1756709397.400974,0,None,day|clouds,66
1756709397.700343,0,None,day|clouds,99
1756709397.9017057,0,None,day|clouds,74
1756709398.097257,0,None,day|clouds,65
1756709398.3285742,0,None,day|clouds,49
1756709398.53415,0,None,day|clouds,41
1756709398.7783146,0,None,day|clouds,107
1756709399.0162292,0,None,day|clouds,60
1756709399.3024676,0,None,day|clouds,41
1756709399.5148978,0,None,day|clouds,67
1756709399.7234268,0,None,day|clouds,73
1756709399.927734,0,None,day|clouds,50
1756709400.1810691,0,None,day|clouds,103
1756709400.4587111,0,None,day|clouds,45
